sexo,idade,peso,altura,nivel,dias_disponiveis,tempo_disponivel,split
M,40,59.0,1.9,avancado,4,60,Upper/Lower 2x
F,56,75.0,1.6,iniciante,6,50,PPL 2x
M,65,64.7,1.97,intermediario,4,70,Upper/Lower 2x
M,46,85.2,1.95,avancado,4,60,Upper/Lower 2x
F,25,82.5,1.6,iniciante,4,70,Upper/Lower 2x
M,49,55.4,1.85,iniciante,4,60,Upper/Lower 2x
M,54,103.3,1.51,iniciante,4,80,Upper/Lower 2x
M,25,96.1,1.77,avancado,4,60,Upper/Lower 2x
M,30,63.3,1.82,avancado,3,60,PPL 1x
M,26,93.5,1.9,intermediario,5,70,Bro Split
M,42,86.0,1.71,intermediario,3,80,Full Body 3x
F,40,59.8,1.92,intermediario,5,70,Lower Focus (LULUL)
M,42,78.9,1.83,intermediario,4,60,Full Body 4x
F,41,59.5,1.66,intermediario,6,50,Upper/Lower 3x
F,61,71.1,1.68,iniciante,4,60,Upper/Lower 2x
M,37,69.4,1.73,avancado,6,80,PPL 2x
M,41,99.1,1.54,intermediario,4,50,Full Body 4x
F,38,82.9,1.91,intermediario,5,70,Lower Focus (LULUL)
M,46,63.3,1.51,intermediario,6,70,PPL 2x
F,46,77.3,1.61,iniciante,6,60,PPL 2x
F,52,57.3,1.78,intermediario,3,80,Full Body 3x
F,16,54.3,1.57,intermediario,4,50,Full Body 4x
F,29,57.1,1.84,iniciante,6,50,PPL 2x
F,38,90.8,1.64,iniciante,5,60,Upper/Lower 3x + Full Body
F,45,63.1,1.89,intermediario,4,40,Full Body 4x
F,21,55.9,1.53,intermediario,3,40,Full Body 3x
F,24,92.0,1.69,intermediario,4,60,Full Body 4x
F,31,55.2,1.85,iniciante,4,60,Upper/Lower 2x
F,35,73.2,1.8,iniciante,6,40,PPL 2x
M,22,57.2,1.51,intermediario,6,60,Upper/Lower 3x
M,61,103.6,1.6,avancado,4,60,Upper/Lower 2x
F,28,83.7,1.78,intermediario,4,70,Upper/Lower 2x
F,35,76.5,1.64,intermediario,6,70,PPL 2x
M,47,94.0,1.75,avancado,5,80,Bro Split
F,46,76.9,1.78,iniciante,5,70,Upper/Lower 3x + Full Body
F,48,65.9,1.98,avancado,5,80,Lower Focus (LULUL)
M,47,90.1,1.88,avancado,5,50,Bro Split
M,58,97.8,1.69,iniciante,3,70,Full Body 3x
F,33,82.0,1.72,intermediario,4,90,Upper/Lower 2x
F,27,62.7,1.8,intermediario,5,70,Lower Focus (LULUL)
F,35,52.9,1.66,iniciante,3,60,Full Body 3x
F,37,59.0,1.9,avancado,4,60,Upper/Lower 2x
M,26,78.3,1.76,intermediario,4,100,Upper/Lower 2x
M,25,99.6,1.69,avancado,6,40,Upper/Lower 3x
M,35,68.6,1.93,intermediario,5,60,Bro Split
F,16,74.4,1.53,intermediario,5,60,Lower Focus (LULUL)
M,33,97.7,1.94,intermediario,4,50,Full Body 4x
M,48,119.0,1.62,intermediario,6,70,Arnold Split
F,62,80.5,1.86,intermediario,3,40,Full Body 3x
M,49,75.4,1.8,iniciante,5,50,Upper/Lower 3x + Full Body
F,36,45.1,1.91,intermediario,5,70,Lower Focus (LULUL)
M,46,65.9,1.67,avancado,4,70,Upper/Lower 2x
M,18,59.5,1.93,avancado,6,40,Upper/Lower 3x
F,36,72.9,1.69,avancado,3,70,PPL 1x
M,39,67.3,1.7,avancado,5,40,Bro Split
M,30,92.4,1.84,intermediario,4,80,Upper/Lower 2x
F,37,49.1,1.72,intermediario,3,60,Full Body 3x
F,36,75.5,1.57,avancado,4,70,Upper/Lower 2x
F,58,45.9,1.96,intermediario,6,40,Upper/Lower 3x
M,60,68.5,1.57,avancado,5,70,Bro Split
M,24,57.7,1.94,avancado,5,40,UL PPL
M,21,86.1,1.84,avancado,6,60,PPL 2x
F,35,64.3,1.86,iniciante,3,60,Full Body 3x
M,23,113.8,1.89,intermediario,3,70,Full Body 3x
F,55,74.6,1.92,avancado,6,60,PPL 2x
M,41,62.2,1.78,iniciante,3,60,Full Body 3x
M,54,111.1,1.86,avancado,4,50,Full Body 4x
F,25,74.2,1.87,avancado,4,40,Full Body 4x
M,47,62.5,1.64,intermediario,6,70,PPL 2x
M,42,110.0,1.94,intermediario,3,70,Full Body 3x
M,31,117.8,1.68,iniciante,3,40,Full Body 3x
M,45,106.5,1.5,iniciante,5,70,Upper/Lower 3x + Full Body
M,58,71.5,1.87,avancado,3,80,Full Body 3x
F,43,90.4,1.63,avancado,4,60,Upper/Lower 2x
F,37,59.0,1.94,iniciante,6,40,PPL 2x
F,42,86.4,1.96,iniciante,4,70,Upper/Lower 2x
F,33,64.9,1.8,iniciante,5,70,Upper/Lower 3x + Full Body
F,20,52.1,1.99,iniciante,4,70,Upper/Lower 2x
F,41,76.0,1.73,avancado,6,80,PPL 2x
M,25,98.8,1.81,iniciante,6,70,PPL 2x
F,39,54.8,1.55,avancado,5,60,Lower Focus (LULUL)
F,36,51.2,1.99,intermediario,6,80,PPL 2x
M,29,63.8,1.89,intermediario,4,70,Upper/Lower 2x
F,33,49.2,1.88,intermediario,6,60,Upper/Lower 3x
F,46,74.8,1.56,avancado,6,80,PPL 2x
F,38,69.2,1.52,intermediario,6,50,Upper/Lower 3x
F,35,86.1,1.65,iniciante,5,80,Upper/Lower 3x + Full Body
M,35,68.4,1.86,iniciante,4,60,Upper/Lower 2x
F,60,52.6,1.91,intermediario,3,40,Full Body 3x
F,29,75.0,1.94,intermediario,3,60,Full Body 3x
F,50,83.6,1.5,intermediario,4,60,Full Body 4x
M,46,101.7,1.76,intermediario,6,40,Upper/Lower 3x
M,39,73.7,1.57,iniciante,3,40,Full Body 3x
M,22,114.9,1.79,avancado,4,70,Upper/Lower 2x
F,47,90.4,1.82,iniciante,3,80,Full Body 3x
F,36,70.6,1.63,avancado,4,70,Upper/Lower 2x
F,40,74.6,1.77,intermediario,5,40,Lower Focus (LULUL)
M,24,82.8,1.77,iniciante,4,60,Upper/Lower 2x
M,57,87.6,1.83,avancado,6,50,Upper/Lower 3x
F,29,62.2,1.73,avancado,6,80,Arnold Split
F,42,70.2,1.73,iniciante,5,80,Upper/Lower 3x + Full Body
F,32,70.1,1.98,iniciante,6,80,PPL 2x
F,24,59.8,1.59,intermediario,4,60,Full Body 4x
F,21,93.5,1.84,avancado,3,60,PPL 1x
F,63,61.8,1.62,intermediario,4,60,Full Body 4x
M,34,119.2,1.72,intermediario,6,80,Arnold Split
M,43,90.1,1.98,iniciante,6,40,PPL 2x
M,41,95.7,1.66,iniciante,4,70,Upper/Lower 2x
F,31,75.2,1.55,avancado,4,60,Upper/Lower 2x
M,22,86.2,1.65,avancado,3,60,PPL 1x
M,59,55.2,1.91,iniciante,6,40,PPL 2x
F,56,52.1,1.89,intermediario,5,60,Upper/Lower 2x + Full Body
F,33,91.6,1.61,intermediario,6,40,Upper/Lower 3x
F,23,56.3,1.91,avancado,6,50,Upper/Lower 3x
F,32,46.4,1.51,iniciante,4,70,Upper/Lower 2x
F,28,60.1,1.8,intermediario,5,80,Lower Focus (LULUL)
M,43,102.7,1.76,iniciante,6,60,PPL 2x
M,21,62.5,1.79,iniciante,5,50,Upper/Lower 3x + Full Body
M,33,88.5,1.75,iniciante,3,90,Full Body 3x
M,26,65.4,1.59,avancado,5,60,UL PPL
F,20,45.7,1.73,intermediario,5,70,Lower Focus (LULUL)
M,52,106.8,1.78,iniciante,6,70,PPL 2x
M,35,84.8,1.61,intermediario,5,60,Bro Split
F,17,63.9,1.86,iniciante,4,50,Full Body 4x
M,61,62.9,1.91,iniciante,6,80,PPL 2x
F,36,72.8,1.63,intermediario,6,60,Upper/Lower 3x
M,47,67.8,1.51,iniciante,5,70,Upper/Lower 3x + Full Body
F,67,73.5,1.83,iniciante,6,60,PPL 2x
M,60,112.7,1.77,avancado,3,50,Full Body 3x
F,27,55.3,1.67,avancado,5,70,Lower Focus (LULUL)
M,69,62.3,1.76,iniciante,6,60,PPL 2x
F,24,54.1,1.51,intermediario,4,60,Full Body 4x
F,42,82.9,1.51,intermediario,4,70,Upper/Lower 2x
M,27,60.4,1.71,iniciante,5,80,Upper/Lower 3x + Full Body
F,44,73.6,1.63,iniciante,4,60,Upper/Lower 2x
M,45,68.6,1.93,iniciante,6,60,PPL 2x
F,35,65.0,1.71,intermediario,6,60,Upper/Lower 3x
F,26,48.6,1.92,iniciante,6,60,PPL 2x
F,38,56.0,1.91,intermediario,5,50,Lower Focus (LULUL)
M,47,67.5,1.8,iniciante,6,80,PPL 2x
M,23,57.2,1.54,iniciante,3,60,Full Body 3x
M,36,75.0,1.59,iniciante,5,60,Upper/Lower 3x + Full Body
M,24,72.0,1.79,iniciante,3,80,Full Body 3x
F,36,49.9,1.97,avancado,5,80,Lower Focus (LULUL)
M,43,75.3,1.81,avancado,3,60,Full Body 3x
M,54,89.5,1.96,intermediario,6,60,Upper/Lower 3x
F,26,54.1,1.52,intermediario,3,40,Full Body 3x
M,25,84.8,1.72,iniciante,4,40,Full Body 4x
F,35,73.4,1.72,iniciante,5,80,Upper/Lower 3x + Full Body
F,39,50.2,1.92,intermediario,5,80,Lower Focus (LULUL)
M,33,65.2,1.94,intermediario,3,50,Full Body 3x
M,29,109.2,1.73,intermediario,4,70,Upper/Lower 2x
M,50,108.1,1.79,intermediario,6,60,Upper/Lower 3x
F,42,82.7,1.52,avancado,5,70,Upper/Lower 2x + Full Body
F,34,70.0,1.99,intermediario,5,80,Lower Focus (LULUL)
M,58,119.5,1.71,iniciante,6,40,PPL 2x
M,31,86.9,1.92,intermediario,5,70,Bro Split
F,48,81.8,1.76,intermediario,6,60,Upper/Lower 3x
F,27,93.6,1.87,iniciante,4,60,Upper/Lower 2x
F,33,88.2,1.82,intermediario,4,60,Full Body 4x
M,46,83.8,1.58,intermediario,5,70,Bro Split
F,45,60.7,1.61,intermediario,5,80,Upper/Lower 2x + Full Body
F,26,59.0,1.93,iniciante,6,60,PPL 2x
M,31,67.9,1.77,avancado,4,50,Full Body 4x
M,39,81.5,1.69,avancado,3,70,PPL 1x
M,28,85.9,1.73,iniciante,5,40,Upper/Lower 3x + Full Body
F,16,55.9,1.91,intermediario,3,60,Full Body 3x
M,20,81.5,1.76,avancado,6,70,PPL 2x
M,32,112.9,1.96,intermediario,6,60,Upper/Lower 3x
F,63,88.2,1.87,iniciante,4,80,Upper/Lower 2x
F,25,58.2,1.67,iniciante,3,70,Full Body 3x
F,45,85.9,1.53,avancado,3,50,Full Body 3x
M,34,86.4,1.77,intermediario,5,50,Bro Split
F,28,74.6,1.73,intermediario,6,50,Upper/Lower 3x
M,25,111.1,1.51,iniciante,5,50,Upper/Lower 3x + Full Body
F,29,58.5,1.97,intermediario,4,80,Upper/Lower 2x
F,19,78.4,1.88,intermediario,6,40,Upper/Lower 3x
M,45,102.2,1.93,intermediario,6,70,Arnold Split
M,21,96.4,1.96,intermediario,3,80,Full Body 3x
M,38,112.4,1.7,iniciante,4,70,Upper/Lower 2x
F,23,68.1,1.68,intermediario,5,90,Lower Focus (LULUL)
M,23,114.1,1.62,intermediario,6,40,Upper/Lower 3x
M,55,86.8,1.53,iniciante,6,80,PPL 2x
M,30,108.2,1.63,intermediario,6,60,Upper/Lower 3x
F,45,67.1,1.87,intermediario,4,80,Upper/Lower 2x
F,26,68.1,1.72,avancado,5,70,Lower Focus (LULUL)
F,17,88.9,1.81,intermediario,3,70,Full Body 3x
F,25,72.7,1.91,iniciante,6,80,PPL 2x
M,27,82.8,1.87,iniciante,5,80,Upper/Lower 3x + Full Body
M,66,90.8,1.83,avancado,4,40,Full Body 4x
M,66,85.0,1.94,intermediario,5,50,Bro Split
M,39,63.1,1.68,iniciante,3,80,Full Body 3x
F,39,64.1,1.61,avancado,4,80,Upper/Lower 2x
F,30,62.6,1.98,avancado,3,60,PPL 1x
M,40,107.2,1.64,avancado,3,80,Full Body 3x
M,42,115.1,1.51,iniciante,5,50,Upper/Lower 3x + Full Body
F,37,45.2,1.65,iniciante,4,70,Upper/Lower 2x
F,45,91.7,1.56,avancado,5,60,Upper/Lower 2x + Full Body
M,23,91.8,1.96,iniciante,5,60,Upper/Lower 3x + Full Body
F,28,55.9,1.76,intermediario,6,70,PPL 2x
M,53,72.6,1.86,intermediario,5,50,Bro Split
F,49,87.9,1.77,intermediario,4,70,Upper/Lower 2x
F,52,91.6,1.93,intermediario,3,60,Full Body 3x
F,25,63.3,1.73,intermediario,3,60,Full Body 3x
M,29,70.8,1.97,iniciante,6,70,PPL 2x
F,51,87.2,1.63,intermediario,6,50,Upper/Lower 3x
M,47,108.6,1.88,intermediario,5,70,Bro Split
F,23,81.9,1.76,iniciante,5,60,Upper/Lower 3x + Full Body
M,43,70.4,1.67,intermediario,6,70,PPL 2x
F,30,75.1,1.9,avancado,5,80,Upper/Lower 2x + Full Body
M,35,110.8,1.75,intermediario,4,60,Full Body 4x
F,46,67.4,1.92,intermediario,6,60,Upper/Lower 3x
M,37,79.0,1.94,iniciante,4,60,Upper/Lower 2x
F,24,81.8,1.91,iniciante,6,70,PPL 2x
M,18,101.2,1.94,avancado,5,60,UL PPL
F,29,68.1,1.63,intermediario,3,60,Full Body 3x
F,24,84.4,1.83,intermediario,4,60,Full Body 4x
F,38,90.1,1.97,avancado,6,60,PPL 2x
M,39,79.4,1.56,iniciante,4,60,Upper/Lower 2x
F,42,63.0,1.9,avancado,5,80,Lower Focus (LULUL)
M,42,73.0,1.75,avancado,3,40,Full Body 3x
F,28,61.8,1.62,iniciante,5,70,Upper/Lower 3x + Full Body
F,29,91.2,1.9,avancado,6,100,Arnold Split
M,59,68.2,1.9,avancado,6,70,PPL 2x
F,51,65.7,1.53,avancado,5,70,Lower Focus (LULUL)
M,28,56.9,1.71,intermediario,5,50,Bro Split
F,34,90.5,1.84,intermediario,4,40,Full Body 4x
F,43,74.2,1.61,intermediario,3,70,Full Body 3x
M,39,111.6,1.83,intermediario,5,70,Bro Split
M,19,57.2,1.69,avancado,4,70,Upper/Lower 2x
F,22,87.1,1.59,iniciante,5,40,Upper/Lower 3x + Full Body
M,39,99.6,1.87,intermediario,6,50,Upper/Lower 3x
M,38,114.1,1.83,avancado,6,60,PPL 2x
M,58,91.4,1.81,intermediario,5,90,UL PPL
M,33,103.9,1.71,intermediario,6,50,Upper/Lower 3x
M,53,103.0,1.77,iniciante,3,50,Full Body 3x
F,25,66.7,1.74,iniciante,6,60,PPL 2x
F,50,68.2,1.78,avancado,4,70,Upper/Lower 2x
F,38,65.3,1.72,avancado,5,60,Lower Focus (LULUL)
F,42,67.2,1.93,iniciante,4,60,Upper/Lower 2x
M,36,74.9,1.97,intermediario,4,100,Upper/Lower 2x
F,37,57.5,1.91,iniciante,6,60,PPL 2x
M,40,95.0,1.51,iniciante,6,70,PPL 2x
M,38,110.0,1.97,avancado,5,70,Bro Split
F,38,65.9,2.0,intermediario,3,70,Full Body 3x
M,36,92.5,1.9,iniciante,4,60,Upper/Lower 2x
M,37,67.1,1.53,intermediario,4,60,Full Body 4x
F,37,47.7,1.69,intermediario,4,60,Full Body 4x
F,34,80.3,1.99,avancado,6,60,PPL 2x
F,21,84.4,1.66,intermediario,5,70,Lower Focus (LULUL)
F,33,77.6,1.83,avancado,5,80,Upper/Lower 2x + Full Body
F,33,73.1,1.5,avancado,5,40,Lower Focus (LULUL)
F,44,76.9,1.74,intermediario,5,80,Lower Focus (LULUL)
F,27,90.8,1.58,iniciante,6,50,PPL 2x
F,60,54.6,1.63,iniciante,3,40,Full Body 3x
F,24,67.2,1.73,iniciante,5,50,Upper/Lower 3x + Full Body
M,27,96.1,1.55,avancado,5,70,UL PPL
F,41,65.4,1.81,iniciante,5,80,Upper/Lower 3x + Full Body
M,36,90.3,1.81,avancado,4,80,Upper/Lower 2x
F,43,90.0,1.71,avancado,4,80,Upper/Lower 2x
M,41,105.7,1.56,iniciante,3,40,Full Body 3x
M,20,102.9,1.75,iniciante,4,50,Full Body 4x
F,22,62.5,1.95,intermediario,5,70,Lower Focus (LULUL)
F,46,75.9,1.51,avancado,6,40,Upper/Lower 3x
F,25,49.8,1.56,iniciante,5,80,Upper/Lower 3x + Full Body
M,35,57.9,1.97,iniciante,6,60,PPL 2x
F,54,51.2,1.52,iniciante,4,80,Upper/Lower 2x
M,62,81.1,1.79,iniciante,4,80,Upper/Lower 2x
F,23,57.0,1.92,iniciante,4,40,Full Body 4x
F,23,57.4,1.54,intermediario,6,60,Upper/Lower 3x
M,51,69.4,1.7,avancado,5,60,Bro Split
M,19,71.3,1.66,iniciante,6,60,PPL 2x
M,24,98.8,1.7,avancado,3,50,PPL 1x
M,44,55.5,1.94,intermediario,6,60,Upper/Lower 3x
M,20,75.7,1.98,avancado,4,40,Full Body 4x
F,35,67.7,1.84,iniciante,4,90,Upper/Lower 2x
M,30,92.3,1.61,intermediario,4,40,Full Body 4x
F,51,71.5,1.87,intermediario,3,80,Full Body 3x
F,32,85.9,1.95,intermediario,4,50,Full Body 4x
M,23,57.1,1.64,intermediario,5,60,Bro Split
F,36,76.4,1.84,intermediario,3,50,Full Body 3x
M,20,110.7,1.83,iniciante,5,60,Upper/Lower 3x + Full Body
F,19,49.9,1.8,iniciante,6,70,PPL 2x
M,44,118.7,1.6,iniciante,5,60,Upper/Lower 3x + Full Body
F,46,54.7,1.85,iniciante,5,50,Upper/Lower 3x + Full Body
F,46,56.7,1.96,iniciante,4,40,Full Body 4x
F,33,67.0,1.56,iniciante,4,70,Upper/Lower 2x
M,42,111.1,1.96,intermediario,6,40,Upper/Lower 3x
F,40,64.0,1.55,intermediario,6,60,Upper/Lower 3x
M,30,87.1,1.87,avancado,4,40,Full Body 4x
M,43,99.6,1.86,avancado,3,70,Full Body 3x
M,39,71.1,1.83,intermediario,4,100,Upper/Lower 2x
F,31,46.4,1.8,avancado,5,40,Lower Focus (LULUL)
F,30,91.4,1.94,avancado,5,70,Upper/Lower 2x + Full Body
F,57,68.4,1.83,avancado,6,80,PPL 2x
F,17,64.6,1.93,intermediario,5,60,Lower Focus (LULUL)
M,40,84.3,1.79,avancado,6,40,Upper/Lower 3x
F,23,84.4,1.91,iniciante,6,60,PPL 2x
M,51,56.7,1.8,avancado,4,60,Upper/Lower 2x
M,17,93.3,1.92,iniciante,3,70,Full Body 3x
M,20,119.7,1.75,intermediario,4,60,Full Body 4x
F,30,68.2,1.75,intermediario,3,40,Full Body 3x
F,41,51.7,1.69,iniciante,3,50,Full Body 3x
F,29,60.3,1.51,intermediario,4,70,Upper/Lower 2x
F,60,64.5,1.9,intermediario,4,50,Full Body 4x
M,30,118.1,1.68,iniciante,6,70,PPL 2x
M,44,77.9,1.52,intermediario,6,60,Upper/Lower 3x
F,27,76.9,1.59,intermediario,4,70,Upper/Lower 2x
F,34,58.1,1.72,avancado,6,60,PPL 2x
F,26,77.7,1.65,intermediario,5,60,Lower Focus (LULUL)
F,38,82.6,1.59,iniciante,3,80,Full Body 3x
M,39,100.3,1.95,intermediario,3,50,Full Body 3x
M,48,92.5,1.78,avancado,4,50,Full Body 4x
M,26,68.8,1.54,avancado,6,70,PPL 2x
F,20,71.5,1.76,intermediario,6,60,Upper/Lower 3x
F,26,53.9,1.84,iniciante,5,70,Upper/Lower 3x + Full Body
F,59,69.0,1.56,iniciante,4,60,Upper/Lower 2x
M,51,73.9,1.68,intermediario,4,80,Upper/Lower 2x
M,24,60.4,1.82,intermediario,5,80,UL PPL
M,17,91.9,1.64,intermediario,6,60,Upper/Lower 3x
M,45,75.6,1.98,intermediario,6,70,PPL 2x
M,46,84.8,1.6,avancado,5,50,Bro Split
M,40,77.7,1.75,intermediario,3,70,Full Body 3x
M,34,110.7,1.57,avancado,4,40,Full Body 4x
M,27,102.6,1.59,intermediario,5,60,Bro Split
F,30,54.3,1.81,iniciante,3,60,Full Body 3x
F,31,93.8,1.9,intermediario,5,40,Lower Focus (LULUL)
F,37,56.4,1.96,intermediario,5,60,Lower Focus (LULUL)
M,23,56.0,1.57,intermediario,6,60,Upper/Lower 3x
F,25,87.1,1.58,avancado,3,50,PPL 1x
M,36,87.8,1.94,intermediario,3,50,Full Body 3x
M,24,79.0,1.99,iniciante,5,70,Upper/Lower 3x + Full Body
M,53,61.5,1.66,intermediario,4,60,Full Body 4x
M,30,96.8,1.94,avancado,5,80,UL PPL
M,52,80.0,1.65,avancado,5,60,Bro Split
M,64,114.3,1.98,avancado,5,70,Bro Split
M,47,64.4,1.62,iniciante,6,80,PPL 2x
F,22,57.3,1.65,iniciante,6,80,PPL 2x
F,55,86.7,1.63,intermediario,3,60,Full Body 3x
M,47,115.2,1.76,avancado,3,60,Full Body 3x
F,66,50.4,1.59,iniciante,5,70,Upper/Lower 3x + Full Body
M,44,55.0,1.59,iniciante,3,60,Full Body 3x
F,31,70.7,1.95,iniciante,5,70,Upper/Lower 3x + Full Body
F,22,58.5,1.6,intermediario,6,60,Upper/Lower 3x
M,44,64.1,1.67,avancado,3,60,Full Body 3x
F,32,72.6,1.72,intermediario,5,70,Lower Focus (LULUL)
M,36,100.8,1.59,avancado,4,50,Full Body 4x
M,48,96.8,1.55,iniciante,5,60,Upper/Lower 3x + Full Body
F,28,45.3,1.54,avancado,5,70,Lower Focus (LULUL)
M,31,92.7,1.64,iniciante,5,50,Upper/Lower 3x + Full Body
M,54,108.4,1.52,intermediario,3,50,Full Body 3x
F,39,80.1,1.72,avancado,6,60,PPL 2x
M,39,99.9,1.57,iniciante,3,50,Full Body 3x
F,31,92.5,1.98,avancado,5,90,Upper/Lower 2x + Full Body
M,42,119.7,1.98,iniciante,4,70,Upper/Lower 2x
M,37,113.0,1.55,iniciante,5,80,Upper/Lower 3x + Full Body
F,26,65.1,1.94,avancado,4,60,Upper/Lower 2x
M,36,102.3,1.57,intermediario,5,60,Bro Split
F,58,86.7,1.81,avancado,4,40,Full Body 4x
M,24,115.9,1.98,avancado,4,50,Full Body 4x
M,32,107.9,1.74,iniciante,4,70,Upper/Lower 2x
F,44,77.0,1.95,intermediario,6,80,PPL 2x
F,28,69.3,1.57,iniciante,5,50,Upper/Lower 3x + Full Body
M,28,56.3,1.92,intermediario,5,80,UL PPL
F,19,93.3,1.57,avancado,4,60,Upper/Lower 2x
F,25,59.5,1.53,intermediario,4,70,Upper/Lower 2x
F,34,82.6,1.98,intermediario,4,70,Upper/Lower 2x
M,29,69.3,1.83,avancado,4,70,Upper/Lower 2x
M,35,114.0,1.82,avancado,4,70,Upper/Lower 2x
F,33,70.8,1.74,avancado,3,60,PPL 1x
M,40,77.9,1.96,avancado,4,40,Full Body 4x
F,39,73.9,1.54,iniciante,6,70,PPL 2x
M,38,97.3,1.66,iniciante,6,70,PPL 2x
F,30,94.2,2.0,iniciante,6,60,PPL 2x
F,44,73.3,1.83,intermediario,6,50,Upper/Lower 3x
F,30,70.2,1.85,intermediario,3,50,Full Body 3x
F,57,90.6,1.68,intermediario,5,70,Upper/Lower 2x + Full Body
F,44,82.4,1.58,intermediario,5,60,Lower Focus (LULUL)
M,25,101.0,1.87,intermediario,5,60,Bro Split
M,38,97.9,1.68,avancado,3,40,PPL 1x
F,32,62.1,1.84,avancado,6,50,Upper/Lower 3x
M,45,116.3,1.67,iniciante,3,60,Full Body 3x
M,35,64.1,1.63,intermediario,6,80,PPL 2x
F,47,88.4,1.98,avancado,4,80,Upper/Lower 2x
M,49,69.1,1.91,iniciante,3,60,Full Body 3x
M,53,78.0,1.93,intermediario,5,80,UL PPL
M,59,59.6,1.58,intermediario,6,50,Upper/Lower 3x
M,51,59.6,1.65,avancado,4,50,Full Body 4x
M,64,119.8,1.75,iniciante,4,40,Full Body 4x
F,32,84.1,1.79,iniciante,3,40,Full Body 3x
M,48,88.1,1.51,intermediario,5,60,Bro Split
M,30,99.0,1.96,iniciante,4,60,Upper/Lower 2x
M,43,90.4,1.72,iniciante,5,90,Upper/Lower 3x + Full Body
F,21,71.6,1.82,intermediario,4,70,Upper/Lower 2x
F,28,88.1,1.93,iniciante,4,90,Upper/Lower 2x
F,28,78.2,1.63,intermediario,5,60,Lower Focus (LULUL)
F,23,63.1,1.94,avancado,5,80,Lower Focus (LULUL)
M,16,95.9,1.56,iniciante,5,60,Upper/Lower 3x + Full Body
F,60,73.6,1.57,intermediario,4,70,Upper/Lower 2x
M,23,93.8,1.68,avancado,6,50,Upper/Lower 3x
F,22,84.7,1.54,intermediario,6,70,PPL 2x
F,54,69.6,1.74,intermediario,5,80,Upper/Lower 2x + Full Body
F,26,68.2,1.54,avancado,3,60,PPL 1x
F,37,77.2,1.9,iniciante,6,50,PPL 2x
M,28,93.2,1.66,intermediario,6,80,Arnold Split
M,48,96.9,1.9,avancado,4,60,Upper/Lower 2x
M,36,87.4,1.99,intermediario,5,70,Bro Split
M,20,77.6,1.74,iniciante,5,70,Upper/Lower 3x + Full Body
M,54,104.9,1.77,iniciante,6,70,PPL 2x
F,20,86.4,1.8,avancado,4,60,Upper/Lower 2x
F,41,57.6,1.97,iniciante,5,80,Upper/Lower 3x + Full Body
M,54,64.1,1.53,intermediario,3,70,Full Body 3x
F,25,54.3,1.84,iniciante,5,70,Upper/Lower 3x + Full Body
F,45,58.3,1.97,avancado,6,70,PPL 2x
F,55,67.8,1.85,intermediario,4,70,Upper/Lower 2x
M,54,118.4,1.9,avancado,3,70,Full Body 3x
M,33,99.1,1.5,iniciante,5,60,Upper/Lower 3x + Full Body
M,61,105.8,1.65,iniciante,6,60,PPL 2x
M,34,113.0,1.64,avancado,3,90,PPL 1x
F,64,65.4,1.54,intermediario,5,50,Upper/Lower 2x + Full Body
F,32,60.0,1.97,intermediario,5,70,Lower Focus (LULUL)
M,32,62.5,1.51,iniciante,6,60,PPL 2x
M,18,65.2,1.73,iniciante,5,70,Upper/Lower 3x + Full Body
M,26,85.1,1.57,avancado,6,70,PPL 2x
F,37,77.9,1.63,avancado,3,70,PPL 1x
M,40,72.0,1.98,intermediario,3,80,Full Body 3x
M,33,72.0,1.92,iniciante,6,40,PPL 2x
M,51,61.8,1.97,iniciante,3,60,Full Body 3x
F,46,57.3,1.62,avancado,5,70,Lower Focus (LULUL)
M,48,88.2,1.56,intermediario,3,80,Full Body 3x
M,34,71.0,1.62,avancado,5,50,UL PPL
F,50,89.4,1.9,intermediario,3,90,Full Body 3x
F,47,55.5,1.57,iniciante,4,50,Full Body 4x
F,21,57.9,1.82,iniciante,3,70,Full Body 3x
M,19,86.8,1.62,intermediario,4,40,Full Body 4x
M,20,66.5,1.99,iniciante,4,70,Upper/Lower 2x
F,32,77.7,1.97,intermediario,5,80,Lower Focus (LULUL)
M,37,75.5,1.71,iniciante,6,50,PPL 2x
F,42,58.5,1.57,avancado,3,60,Full Body 3x
F,50,60.7,1.72,avancado,5,60,Lower Focus (LULUL)
M,24,101.8,1.81,iniciante,3,60,Full Body 3x
F,39,93.4,1.59,iniciante,4,60,Upper/Lower 2x
M,30,108.7,1.76,intermediario,5,80,UL PPL
M,25,76.8,1.96,intermediario,3,80,Full Body 3x
M,43,93.1,1.94,intermediario,6,80,Arnold Split
F,30,90.6,1.68,iniciante,6,60,PPL 2x
F,34,83.9,1.64,intermediario,4,40,Full Body 4x
M,32,58.2,1.5,intermediario,4,60,Full Body 4x
M,36,117.4,1.84,intermediario,5,80,UL PPL
M,35,106.0,1.91,intermediario,5,70,Bro Split
M,31,64.1,1.51,avancado,3,60,PPL 1x
F,51,85.5,1.68,iniciante,6,40,PPL 2x
M,45,92.3,2.0,avancado,4,50,Full Body 4x
F,40,68.4,1.72,iniciante,4,60,Upper/Lower 2x
M,57,100.9,1.65,iniciante,6,70,PPL 2x
F,26,47.9,1.91,intermediario,5,50,Lower Focus (LULUL)
F,40,92.4,1.97,intermediario,5,50,Lower Focus (LULUL)
F,56,49.5,1.93,intermediario,5,70,Upper/Lower 2x + Full Body
